"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US14580","ZCTA5 14580","54520","1400","52671","1471","48335","1773","1025","338","27","22","1803","601","1","5","29","48","1451","416","430","207","1021","372","1849","464","882","368","95","139","0","31","0","31","0","31","333","232","539","254","286","170","253","208",
"860Z200US14585","ZCTA5 14585","156","66","145","62","145","62","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","15","11","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14586","ZCTA5 14586","12720","1129","12415","1124","8695","1211","1274","323","4","8","1987","629","0","21","98","135","357","251","48","68","309","239","305","171","143","104","26","31","0","21","37","66","0","21","44","49","55","48","55","48","0","21",
"860Z200US14588","ZCTA5 14588","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14589","ZCTA5 14589","7838","431","7460","457","6943","456","122","111","3","8","6","10","0","19","0","19","386","175","55","61","331","169","378","182","297","189","11","23","0","19","0","19","0","19","20","35","50","54","33","41","17","29",
"860Z200US14590","ZCTA5 14590","5123","475","4853","461","4611","444","57","49","13","20","7","11","0","19","123","157","42","27","0","19","42","27","270","142","109","81","35","51","0","19","0","19","0","19","36","53","90","95","74","95","16","16",
"860Z200US14591","ZCTA5 14591","1573","278","1493","266","1434","238","0","13","0","13","0","13","0","13","5","8","54","97","5","6","49","97","80","90","3","5","0","13","0","13","0","13","0","13","77","90","0","13","0","13","0","13",
"860Z200US14592","ZCTA5 14592","113","64","113","64","113","64","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14604","ZCTA5 14604","2682","413","2398","392","1683","387","297","157","0","13","199","132","0","13","0","13","219","73","44","72","175","16","284","136","70","70","0","13","0","13","0","13","0","13","146","88","68","88","68","88","0","13",
"860Z200US14605","ZCTA5 14605","11348","862","7410","669","1321","269","5305","524","15","13","610","465","0","21","13","25","146","86","8","12","138","87","3938","593","1311","420","387","189","12","20","0","21","0","21","1419","529","809","293","543","225","266","156",
"860Z200US14606","ZCTA5 14606","27736","1402","23485","1405","14819","1163","6655","1103","37","35","1114","415","0","25","44","43","816","382","111","93","705","354","4251","871","1417","497","209","161","132","144","0","25","10","17","1351","449","1132","451","908","422","224","163",
"860Z200US14607","ZCTA5 14607","17319","1131","16062","1069","13665","996","1439","393","13","19","375","138","0","21","40","48","530","288","38","36","492","286","1257","388","412","148","78","72","0","21","24","47","0","21","415","212","328","148","293","147","35","37",
"860Z200US14608","ZCTA5 14608","12470","1286","11027","1207","3252","535","6128","754","39","49","519","340","7","16","0","21","1082","544","66","87","1016","528","1443","333","478","178","156","147","17","29","0","21","0","21","339","174","453","204","364","186","89","61",
"860Z200US14609","ZCTA5 14609","41134","1749","33048","1657","18336","995","11823","1344","89","67","287","147","15","24","238","199","2260","639","349","356","1911","567","8086","1029","2274","609","885","424","124","128","15","23","0","28","3143","659","1645","446","1398","420","247","150",
"860Z200US14610","ZCTA5 14610","14033","748","13198","751","11243","775","1082","408","0","21","386","206","0","21","94","118","393","189","4","9","389","188","835","230","200","120","24","25","15","24","22","36","0","21","199","135","375","140","286","126","89","93",
"860Z200US14611","ZCTA5 14611","17753","1538","14849","1334","3558","706","10294","1148","75","71","254","171","0","21","60","82","608","239","32","29","576","237","2904","682","831","281","522","229","24","42","0","21","0","21","547","276","980","543","838","520","142","129",
"860Z200US14612","ZCTA5 14612","35265","1640","32815","1747","27614","1572","3164","628","27","22","415","222","0","28","204","163","1391","604","316","275","1075","565","2450","545","1043","327","389","320","16","23","0","28","0","28","640","311","362","180","259","132","103","123",
"860Z200US14613","ZCTA5 14613","15132","1486","12068","1428","3621","657","6873","1102","11","14","1043","715","0","21","0","21","520","206","0","21","520","206","3064","814","1339","552","550","325","0","21","0","21","185","234","476","241","514","302","281","175","233","252",
"860Z200US14614","ZCTA5 14614","1126","316","904","263","318","136","549","177","11","19","11","21","0","13","0","13","15","17","0","13","15","17","222","146","85","73","40","51","0","13","0","13","0","13","23","52","74","51","74","51","0","13",
"860Z200US14615","ZCTA5 14615","18393","1546","15268","1416","8322","1085","5322","977","0","21","758","428","0","21","211","204","655","278","27","37","628","284","3125","711","1009","439","653","312","9","15","0","21","0","21","916","429","538","218","468","210","70","68",
"860Z200US14616","ZCTA5 14616","27250","1713","23895","1697","18618","1320","3363","1018","8","9","697","620","0","25","65","64","1144","445","149","127","995","415","3355","662","1151","380","249","274","147","113","0","25","0","25","1025","440","783","275","568","233","215","134",
"860Z200US14617","ZCTA5 14617","21990","892","20052","900","18621","919","751","308","10","12","119","70","0","25","0","25","551","209","108","65","443","191","1938","509","943","323","113","144","0","25","0","25","0","25","256","164","626","291","493","288","133","122",
"860Z200US14618","ZCTA5 14618","23783","1298","22985","1350","18974","1244","1187","410","39","37","1866","504","0","25","32","40","887","252","198","128","689","248","798","250","384","135","23","31","23","36","0","25","0","25","41","33","327","178","270","142","57","67",
"860Z200US14619","ZCTA5 14619","14073","1280","13118","1219","3022","454","9218","1138","5","8","248","177","0","21","67","78","558","210","45","53","513","203","955","347","467","311","194","143","0","21","0","21","0","21","69","65","225","117","133","84","92","75",
"860Z200US14620","ZCTA5 14620","24292","1146","22196","1244","16202","1188","2395","498","24","23","2158","399","2","6","410","390","1005","334","144","120","861","317","2096","524","928","439","246","203","18","24","67","77","0","25","439","263","398","141","261","129","137","86",
"860Z200US14621","ZCTA5 14621","32976","1675","20470","1594","5118","681","13351","1252","47","38","468","202","0","28","112","102","1374","394","36","27","1338","394","12506","1049","4379","777","876","319","250","184","0","28","140","165","4926","988","1935","384","1191","292","744","250",
"860Z200US14622","ZCTA5 14622","12770","899","11539","888","9880","803","631","353","6","8","427","223","52","60","0","21","543","211","23","25","520","211","1231","519","287","164","154","144","0","21","314","270","0","21","270","174","206","126","163","116","43","39",
"860Z200US14623","ZCTA5 14623","25958","1130","24509","1078","16692","889","2705","418","41","48","3976","719","5","9","36","48","1054","398","153","148","901","375","1449","388","738","336","52","52","0","25","73","61","0","25","100","95","486","159","445","154","41","48",
"860Z200US14624","ZCTA5 14624","39028","1350","36680","1358","30630","1392","3709","775","18","21","932","432","0","28","102","81","1289","350","106","82","1183","343","2348","517","963","335","130","118","23","25","14","21","0","28","509","282","709","227","635","226","74","69",
"860Z200US14625","ZCTA5 14625","10445","863","9959","898","9336","847","155","117","10","14","154","106","0","21","47","78","257","147","34","45","223","138","486","204","111","88","14","25","9","14","0","21","0","21","46","66","306","174","236","148","70","77",
"860Z200US14626","ZCTA5 14626","29138","1602","26890","1540","22934","1511","2035","484","2","6","1078","335","0","25","0","25","841","281","157","148","684","237","2248","493","1075","394","75","76","7","10","16","24","0","25","452","249","623","215","433","201","190","116",
"860Z200US14627","ZCTA5 14627","2892","54","2652","146","1746","211","285","120","0","13","540","207","0","13","19","24","62","38","5","10","57","39","240","145","102","68","0","13","0","13","0","13","0","13","16","25","122","91","122","91","0","13",
"860Z200US14642","ZCTA5 14642","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14701","ZCTA5 14701","39481","808","35889","970","33287","987","886","216","49","42","309","144","10","17","31","30","1317","274","237","141","1080","223","3592","550","1771","431","35","35","4","6","0","28","0","28","1317","480","465","194","426","189","39","37",
"860Z200US14706","ZCTA5 14706","6051","267","6000","272","5306","300","190","122","129","52","127","84","0","19","0","19","248","109","63","59","185","89","51","50","22","31","0","19","0","19","0","19","0","19","4","8","25","39","25","39","0","19",
"860Z200US14707","ZCTA5 14707","93","47","93","47","93","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14708","ZCTA5 14708","155","86","147","86","131","82","0","13","0","13","0","13","0","13","9","12","7","10","7","10","0","13","8","15","0","13","0","13","0","13","0","13","0","13","8","15","0","13","0","13","0","13",
"860Z200US14709","ZCTA5 14709","1240","147","1237","146","1185","139","10","14","0","13","20","15","0","13","5","6","17","15","16","15","1","3","3","7","0","13","0","13","0","13","0","13","0","13","0","13","3","7","3","7","0","13",
"860Z200US14710","ZCTA5 14710","3125","322","3085","318","3004","298","0","13","29","39","0","13","0","13","0","13","52","50","18","18","34","45","40","43","27","41","0","13","0","13","0","13","0","13","0","13","13","17","13","17","0","13",
"860Z200US14711","ZCTA5 14711","1943","324","1939","324","1911","326","1","3","2","3","1","2","0","13","0","13","24","17","8","9","16","14","4","7","4","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14712","ZCTA5 14712","3089","247","3064","252","2948","250","4","6","9","15","11","16","13","18","2","5","77","68","61","65","16","20","25","33","20","31","0","13","0","13","0","13","0","13","5","12","0","13","0","13","0","13",
"860Z200US14714","ZCTA5 14714","544","153","506","155","501","154","0","13","0","13","4","9","0","13","0","13","1","2","0","13","1","2","38","45","38","45","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14715","ZCTA5 14715","2579","304","2558","302","2518","295","14","19","2","4","3","6","0","13","0","13","21","22","0","13","21","22","21","28","19","25","0","13","0","13","0","13","0","13","2","10","0","13","0","13","0","13",
"860Z200US14716","ZCTA5 14716","2602","263","2211","268","1807","260","258","96","44","56","19","25","0","13","17","19","66","39","26","27","40","31","391","188","19","23","4","7","0","13","0","13","0","13","252","126","116","154","116","154","0","13",
"860Z200US14717","ZCTA5 14717","564","112","564","112","562","111","0","13","0","13","0","13","0","13","0","13","2","4","0","13","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14718","ZCTA5 14718","2024","290","1949","290","1723","273","196","113","3","4","10","36","0","13","0","13","17","16","0","13","17","16","75","35","26","23","0","13","0","13","0","13","0","13","44","29","5","7","3","6","2","3",
"860Z200US14719","ZCTA5 14719","3398","368","3275","378","3195","377","14","17","8","9","3","4","0","13","13","18","42","23","11","14","31","19","123","80","40","40","0","13","0","13","0","13","0","13","60","62","23","31","12","21","11","19",
"860Z200US14720","ZCTA5 14720","870","244","814","237","761","231","0","13","0","13","6","16","0","13","0","13","47","64","44","64","3","6","56","50","2","4","2","5","12","19","0","13","0","13","25","35","15","23","0","13","15","23",
"860Z200US14721","ZCTA5 14721","175","76","165","74","164","73","0","13","0","13","0","13","0","13","0","13","1","2","0","13","1","2","10","15","10","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14722","ZCTA5 14722","189","91","181","90","167","92","14","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","15","0","13","0","13","0","13","0","13","0","13","6","15","2","6","2","6","0","13",
"860Z200US14723","ZCTA5 14723","1012","158","991","154","964","153","0","13","0","13","3","6","0","13","3","5","21","15","6","7","15","14","21","23","19","23","0","13","0","13","0","13","0","13","0","13","2","3","2","3","0","13",
"860Z200US14724","ZCTA5 14724","2955","513","2925","511","2849","510","3","6","0","13","9","9","0","13","0","13","64","35","23","16","41","32","30","21","2","3","0","13","0","13","0","13","0","13","17","18","11","10","8","8","3","5",
"860Z200US14726","ZCTA5 14726","2743","576","2738","577","2706","580","0","13","1","2","0","13","0","13","8","18","23","22","15","21","8","7","5","9","0","13","0","13","0","13","0","13","0","13","0","13","5","9","5","9","0","13",
"860Z200US14727","ZCTA5 14727","4939","292","4876","284","4755","283","0","13","14","16","18","22","0","13","5","6","84","47","12","12","72","48","63","49","15","14","0","13","0","13","0","13","0","13","22","24","26","38","26","38","0","13",
"860Z200US14728","ZCTA5 14728","1049","213","1043","212","1026","211","0","13","0","13","0","13","0","13","0","13","17","25","0","13","17","25","6","9","6","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14729","ZCTA5 14729","813","157","809","155","791","156","11","16","0","13","0","13","0","13","7","12","0","13","0","13","0","13","4","8","1","3","0","13","0","13","0","13","0","13","2","6","1","3","0","13","1","3",
"860Z200US14731","ZCTA5 14731","1220","205","1215","205","1202","204","0","13","7","11","0","13","0","13","0","13","6","9","0","13","6","9","5","6","3","5","0","13","0","13","0","13","0","13","1","3","1","3","0","13","1","3",
"860Z200US14732","ZCTA5 14732","18","20","18","20","18","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14733","ZCTA5 14733","3104","395","3082","397","2916","390","8","8","0","13","1","3","13","20","1","3","143","124","88","115","55","45","22","22","6","10","0","13","0","13","0","13","0","13","16","19","0","13","0","13","0","13",
"860Z200US14735","ZCTA5 14735","2725","328","2672","322","2662","323","0","13","2","5","0","13","0","13","0","13","8","9","4","7","4","5","53","41","31","38","0","13","0","13","0","13","0","13","0","13","22","28","22","28","0","13",
"860Z200US14736","ZCTA5 14736","154","73","154","73","154","73","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14737","ZCTA5 14737","4105","320","3866","356","3524","374","16","18","19","22","2","4","0","13","9","9","296","138","142","117","154","75","239","125","194","126","0","13","22","34","0","13","0","13","16","19","7","12","4","11","3","4",
"860Z200US14738","ZCTA5 14738","3542","198","3429","188","3403","191","0","13","1","3","0","13","0","13","0","13","25","32","23","32","2","4","113","94","67","92","0","13","0","13","0","13","0","13","2","5","44","47","44","47","0","13",
"860Z200US14739","ZCTA5 14739","2627","409","2625","409","2550","405","33","43","7","10","0","13","0","13","2","3","33","21","12","11","21","16","2","3","0","13","0","13","0","13","0","13","0","13","2","3","0","13","0","13","0","13",
"860Z200US14740","ZCTA5 14740","1112","167","1101","167","1084","165","7","7","0","13","0","13","0","13","0","13","10","12","0","13","10","12","11","11","2","4","0","13","0","13","0","13","0","13","9","11","0","13","0","13","0","13",
"860Z200US14741","ZCTA5 14741","1887","282","1882","284","1858","281","1","4","2","3","0","13","0","13","0","13","21","14","5","7","16","12","5","8","0","13","0","13","0","13","0","13","0","13","0","13","5","8","5","8","0","13",
"860Z200US14742","ZCTA5 14742","90","67","90","67","90","67","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US14743","ZCTA5 14743","2171","374","2171","374","1917","318","48","63","5","8","5","9","0","13","0","13","196","151","170","149","26","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
