zcta5,inc_total,inc_10k,inc_15k,inc_25k,inc_35k,inc_50k,inc_75k,inc_100k,inc_150k,inc_200k,inc_200kplus,inc_mean,inc_avg,ins_total_pop,ins_total,ins_private,ins_public,no_ins_total,pov_families,pov_all
12092,674,0.4,11.4,7.0,2.5,6.7,18.4,19.7,18.7,5.2,9.9,76538,94217,1604,96.9,79.9,37.7,3.1,4.2,7.7
12093,613,3.9,2.9,10.9,8.6,14.4,19.7,6.2,15.5,6.7,11.1,62852,94470,1385,93.1,57.0,53.5,6.9,7.0,12.1
12094,864,0.0,1.0,13.8,2.2,5.1,11.2,12.0,22.9,16.4,15.3,109674,116848,2676,95.8,74.3,37.7,4.2,8.9,7.7
12095,5312,4.3,5.6,10.4,5.3,9.5,18.1,16.0,20.4,6.9,3.6,69087,80376,12141,98.2,73.5,39.5,1.8,3.6,7.0
12106,1002,6.0,3.8,3.5,4.2,11.5,16.6,14.6,14.5,12.1,13.4,84028,124932,2171,95.3,74.3,48.1,4.7,6.7,10.6
12108,128,0.0,25.0,1.6,9.4,4.7,10.2,27.3,13.3,8.6,0.0,74688,68932,401,91.8,59.9,59.9,8.2,0.0,8.4
12110,8009,2.6,1.7,4.5,1.8,9.3,17.0,14.5,27.8,11.6,9.2,96724,111523,19240,97.3,82.0,34.0,2.7,4.1,6.3
12115,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2,16.3,22.4,126125,152053,95,100.0,66.3,69.5,0.0,0.0,0.0
12116,574,5.1,6.8,8.9,7.5,8.5,11.3,26.7,14.8,3.1,7.3,77292,131750,1351,93.2,67.0,47.1,6.8,3.6,7.3
12117,1264,4.7,4.1,8.5,6.6,12.0,18.8,17.8,16.6,2.5,8.3,63929,115225,2716,93.9,68.6,48.0,6.1,8.9,12.2
12118,7205,3.8,4.9,6.3,7.6,10.9,11.4,14.0,16.4,12.2,12.5,85651,113269,16529,97.5,77.7,36.2,2.5,6.5,9.6
12120,254,3.1,1.2,7.1,5.1,5.5,27.6,7.9,14.6,21.7,6.3,88000,108606,635,98.7,73.5,43.5,1.3,4.6,6.5
12121,728,0.0,0.0,4.4,5.4,7.1,10.4,9.9,28.0,15.0,19.8,116250,125991,2358,99.5,84.4,43.8,0.5,1.7,1.5
12122,1758,3.0,8.4,6.8,13.9,11.4,19.2,13.7,14.3,6.0,3.4,52500,76305,3585,95.5,73.1,45.9,4.5,3.8,12.0
12123,2092,1.3,4.1,5.3,7.5,6.5,11.5,10.2,29.5,8.8,15.2,103611,125133,4933,96.2,77.8,38.4,3.8,4.7,4.7
12124,121,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,28.9,14.9,-,96328,246,100.0,75.2,52.4,0.0,0.0,1.7
12125,427,1.9,0.7,8.0,7.3,18.7,16.4,13.6,19.9,4.9,8.7,72768,94813,1083,94.0,55.7,48.8,6.0,7.7,14.4
12130,140,0.0,0.0,0.0,0.0,14.3,15.0,31.4,39.3,0.0,0.0,82417,90762,431,94.7,70.1,34.3,5.3,0.0,1.6
